Invoice ID,Time,DayName,MonthName,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,Rating,gross income,prediction,Sales
340-66-0321,2023-12-20 13:07:00,,March,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,Cash,7.6,7.272,4,152.712
868-81-1752,2023-12-20 18:48:00,Wednesday,February,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,Cash,6.8,9.909,6,138.726
634-97-8956,2023-12-20 17:27:00,Saturday,February,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,Credit card,9.1,4.935,4,138.18
566-71-1091,2023-12-20 15:59:00,Saturday,February,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,Cash,5.5,19.255,4,323.484
442-48-3607,2023-12-20 11:21:00,Wednesday,March,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,Credit card,7.9,2.348,4,98.616
835-16-0096,2023-12-20 13:48:00,Saturday,March,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,Ewallet,8.5,3.675,5,77.175
527-09-6272,2023-12-20 10:17:00,Wednesday,March,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,Credit card,9.1,7.1125,5,149.3625
898-04-2717,2023-12-20 15:49:00,Monday,March,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,Ewallet,7.5,34.38,9,721.98
692-27-8933,2023-12-20 13:02:00,Saturday,February,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,Cash,5.2,17.385,5,304.2375
633-09-3463,2023-12-20 12:58:00,Wednesday,March,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,Credit card,9.5,7.1475,3,150.0975
374-17-3652,2023-12-20 15:26:00,Monday,February,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,Credit card,8.9,19.269,7,314.72700000000003
378-07-7001,2023-12-20 18:23:00,Saturday,February,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,Credit card,7.8,7.2135,3,151.48350000000002
433-75-6987,2023-12-20 19:06:00,Monday,March,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,Ewallet,8.9,19.5895,6,352.611
873-95-4984,2023-12-20 20:21:00,Thursday,February,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,Cash,7.7,26.915,7,565.215
416-13-5917,2023-12-20 16:24:00,Tuesday,January,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,Ewallet,9.3,24.2575,4,407.526
150-89-8043,2023-12-20 15:04:00,Wednesday,February,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,Cash,6.2,6.6975,3,140.64749999999998
135-84-8019,2023-12-20 16:10:00,Tuesday,February,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,Ewallet,7.6,35.0685,9,736.4385000000001
441-94-7118,2023-12-20 12:14:00,,February,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,Cash,7.3,3.5975,1,75.5475
725-96-3778,2023-12-20 10:13:00,Saturday,January,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,Cash,4.7,35.7,8,749.7
531-80-1784,2023-12-20 17:38:00,Wednesday,March,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,Cash,5.1,9.107,6,163.92600000000002
400-45-1220,2023-12-20 11:06:00,Tuesday,February,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,Credit card,4.8,6.75,6,85.05
860-79-0874,2023-12-20 14:53:00,Thursday,February,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,Credit card,6.6,49.65,11,1146.915
834-61-8124,2023-12-20 18:22:00,Friday,January,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,Cash,5.5,18.0915,6,325.647
115-99-4379,2023-12-20 19:02:00,Wednesday,March,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,Credit card,8.5,19.1555,6,344.799
565-67-6697,2023-12-20 14:16:00,Friday,March,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,Cash,4.8,12.15,6,170.1
320-49-6392,2023-12-20 15:44:00,,March,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,Cash,8.4,1.512,3,95.256
889-04-9723,2023-12-20 12:20:00,,January,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,Credit card,7.8,17.828,3,280.791
632-90-0281,2023-12-20 20:01:00,Thursday,March,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,Credit card,9.3,18.775,7,275.99249999999995
554-42-2417,2023-12-20 13:45:00,Tuesday,January,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,Cash,5.2,47.72,11,1102.3319999999999
453-63-6187,2023-12-20 15:40:00,Thursday,March,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,Ewallet,6.5,4.125,4,115.5
578-80-7669,2023-12-20 16:58:00,Friday,March,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,Cash,5.6,3.7485,0,0.0
612-36-5536,2023-12-20 11:12:00,Saturday,February,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,Credit card,7.4,32.384,8,680.064
605-72-4132,2023-12-20 15:12:00,Tuesday,February,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,Cash,9.1,37.788,9,892.7415
471-41-2823,2023-12-20 20:37:00,Wednesday,March,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,Ewallet,8.0,9.979,0,0.0
462-67-9126,2023-12-20 17:44:00,,January,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,Cash,7.2,21.966,5,384.40500000000003
272-27-9238,2023-12-20 16:23:00,Monday,February,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,Cash,7.1,8.248,4,173.208
834-25-9262,2023-12-20 12:12:00,Saturday,January,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,Cash,9.1,16.336,3,257.29200000000003
122-61-9553,2023-12-20 19:33:00,Wednesday,March,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,Cash,5.6,23.094,8,431.088
468-88-0009,2023-12-20 10:29:00,Saturday,March,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,Cash,6.0,13.188,4,276.948
613-59-9758,2023-12-20 14:28:00,Saturday,January,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,Cash,5.4,7.18,6,90.46799999999999
254-31-0042,2023-12-20 12:46:00,Tuesday,March,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,Credit card,7.8,9.675,6,135.45
201-86-2184,2023-12-20 19:40:00,Friday,February,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,Cash,9.9,9.191,6,165.438
261-12-8671,2023-12-20 19:39:00,Thursday,January,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,Credit card,4.9,6.096,2,128.016
730-70-9830,2023-12-20 17:54:00,Wednesday,March,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,Ewallet,5.2,21.033,5,368.0775
382-25-8917,2023-12-20 12:25:00,Monday,January,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,Cash,8.9,12.624,5,220.92
422-29-8786,2023-12-20 16:47:00,Wednesday,January,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,Credit card,9.1,16.7725,4,281.778
667-23-5919,2023-12-20 12:52:00,,January,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,Ewallet,7.0,24.175,4,406.14
843-01-4703,2023-12-20 19:50:00,Friday,January,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,Credit card,9.6,15.921,7,260.043
743-88-1662,2023-12-20 18:17:00,Thursday,February,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,Ewallet,8.7,33.4215,7,701.8515
595-86-2894,2023-12-20 17:20:00,Tuesday,February,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,Ewallet,9.4,19.396,3,305.487
182-69-8360,2023-12-20 13:32:00,Tuesday,January,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,Credit card,4.0,4.73,4,99.33
289-15-7034,2023-12-20 10:37:00,Thursday,January,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,Credit card,7.5,16.466,3,259.3395
462-78-5240,2023-12-20 14:35:00,Monday,March,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,Cash,4.2,2.661,3,83.8215
868-52-7573,2023-12-20 12:09:00,,January,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,Cash,9.9,24.9225,4,418.698
153-58-4872,2023-12-20 15:32:00,Thursday,March,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,Ewallet,4.2,14.978,3,235.9035
662-72-2873,2023-12-20 13:58:00,Saturday,January,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,Ewallet,9.9,10.235,5,214.935
525-88-7307,2023-12-20 13:19:00,Wednesday,January,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,Cash,5.8,3.791,0,0.0
689-16-9784,2023-12-20 13:37:00,,March,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,Cash,6.0,14.031,5,245.54250000000002
725-56-0833,2023-12-20 16:49:00,Tuesday,February,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,Credit card,10.0,16.16,7,237.55200000000002
394-41-0748,2023-12-20 14:55:00,Saturday,January,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,Ewallet,9.5,24.3315,8,454.188
596-42-3999,2023-12-20 14:04:00,Saturday,March,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,Credit card,6.6,6.377,5,95.655
541-89-9860,2023-12-20 12:31:00,Thursday,February,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,Cash,8.1,12.072,2,169.008
173-82-9529,2023-12-20 14:51:00,Friday,January,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,Cash,9.7,18.975,7,278.93250000000006
563-36-9814,2023-12-20 18:27:00,Tuesday,February,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,Ewallet,7.2,3.841,0,0.0
308-47-4913,2023-12-20 12:45:00,Friday,March,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,Credit card,6.2,26.13,8,438.984
885-17-6250,2023-12-20 10:36:00,Tuesday,March,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,Ewallet,7.3,3.987,0,0.0
726-27-2396,2023-12-20 20:36:00,Wednesday,January,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,Ewallet,4.3,19.375,4,325.5
316-01-3952,2023-12-20 14:16:00,Tuesday,March,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,Ewallet,4.6,13.5675,5,284.9175
760-54-1821,2023-12-20 10:26:00,Thursday,March,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,Cash,5.8,6.1155,6,85.61699999999999
793-10-3222,2023-12-20 13:30:00,Monday,March,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,Credit card,8.3,12.318,5,215.565
346-12-3257,2023-12-20 16:28:00,,March,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,Cash,8.0,8.658,6,121.212
110-05-6330,2023-12-20 20:18:00,,March,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,Credit card,9.4,11.829,5,207.0075
651-61-0874,2023-12-20 20:04:00,Monday,March,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,Credit card,6.2,9.244,4,194.124
236-86-3015,2023-12-20 13:38:00,,February,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,Ewallet,9.8,0.699,4,58.716
831-64-0259,2023-12-20 10:43:00,Thursday,February,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,Ewallet,9.6,9.9375,5,208.6875
587-03-7455,2023-12-20 17:30:00,Friday,February,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,Ewallet,4.9,34.2265,7,718.7565000000001
882-40-4577,2023-12-20 15:28:00,Friday,January,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,Credit card,8.0,13.452,3,211.86900000000003
732-67-5346,2023-12-20 19:07:00,Thursday,January,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,Credit card,7.8,3.4475,5,72.3975
725-32-9708,2023-12-20 19:01:00,Thursday,January,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,Cash,4.1,13.742,3,216.4365
256-08-8343,2023-12-20 19:48:00,,March,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,Ewallet,5.5,11.306,4,237.42600000000002
372-26-1506,2023-12-20 19:24:00,,January,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,Ewallet,5.4,5.955,5,125.05499999999999
244-08-0162,2023-12-20 13:00:00,Tuesday,January,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,Cash,5.1,17.105,7,251.4435
569-71-4390,2023-12-20 14:29:00,Thursday,January,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,Ewallet,6.9,2.187,4,91.854
132-23-6451,2023-12-20 13:21:00,Thursday,January,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,Cash,7.8,5.2425,5,110.0925
696-90-2548,2023-12-20 18:55:00,Saturday,March,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,Ewallet,6.6,3.876,4,108.528
472-15-9636,2023-12-20 19:36:00,Thursday,March,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,Ewallet,9.2,20.372,7,374.33549999999997
268-03-6164,2023-12-20 16:28:00,Thursday,January,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,Ewallet,7.8,4.8055,0,0.0
750-57-9686,2023-12-20 13:48:00,Monday,January,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,Credit card,8.7,9.076,4,190.596
186-09-3669,2023-12-20 10:57:00,Monday,January,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,Ewallet,9.2,4.0755,0,0.0
848-07-1692,2023-12-20 17:13:00,Friday,January,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,Ewallet,8.3,5.722,2,120.16199999999999
745-71-3520,2023-12-20 10:23:00,,February,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,Cash,8.2,8.827,6,158.886
266-76-6436,2023-12-20 13:57:00,Wednesday,March,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,Ewallet,7.5,5.79,4,162.12
740-22-2500,2023-12-20 13:29:00,Tuesday,January,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,Cash,9.8,12.6075,2,176.505
271-88-8734,2023-12-20 13:00:00,Thursday,February,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,Credit card,8.7,48.605,11,1122.7755
301-81-8610,2023-12-20 19:42:00,Monday,March,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,Credit card,6.7,10.168,6,160.14600000000002
489-64-4354,2023-12-20 15:36:00,Friday,March,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,Cash,5.0,0.814,4,68.376
198-84-7132,2023-12-20 13:40:00,Tuesday,January,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,Cash,7.0,18.2745,7,298.4835
269-10-8440,2023-12-20 18:01:00,,January,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,Cash,8.9,18.6095,6,334.971
650-98-6268,2023-12-20 13:53:00,Tuesday,March,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,Credit card,8.0,3.1305,4,87.65400000000001
741-73-3559,2023-12-20 17:27:00,Tuesday,February,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,Cash,6.9,16.8175,5,353.16749999999996
325-77-6186,2023-12-20 10:53:00,Thursday,March,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,Ewallet,7.3,45.325,11,1047.0075000000002
286-75-7818,2023-12-20 19:48:00,Wednesday,January,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,Credit card,6.9,6.908,1,72.53399999999999
574-57-9721,2023-12-20 16:53:00,Thursday,March,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,Ewallet,5.7,4.327,3,136.3005
459-50-7686,2023-12-20 19:14:00,Saturday,January,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,Ewallet,6.4,7.038,5,123.165
616-87-0016,2023-12-20 14:36:00,Friday,March,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,Credit card,9.6,33.439,7,702.219
837-55-7229,2023-12-20 18:19:00,Thursday,February,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,Credit card,6.8,2.372,2,99.624
751-69-0068,2023-12-20 19:09:00,Monday,March,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,Ewallet,9.0,44.658,10,1042.02
257-73-1380,2023-12-20 16:51:00,Saturday,January,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,Ewallet,9.6,16.586,3,261.22950000000003
345-08-4992,2023-12-20 15:37:00,Thursday,March,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,Credit card,7.7,10.197,5,178.44750000000002
549-96-4200,2023-12-20 20:15:00,Thursday,March,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,Ewallet,7.0,3.408,5,89.46
810-60-6344,2023-12-20 14:38:00,Wednesday,February,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,Credit card,6.5,16.344,6,257.418
450-28-2866,2023-12-20 19:25:00,Monday,January,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,Cash,8.1,4.36,5,91.56
394-30-3170,2023-12-20 19:35:00,Thursday,March,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,Credit card,4.3,35.372,8,742.812
138-17-5109,2023-12-20 15:42:00,Monday,January,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,Credit card,6.5,40.1445,9,843.0345
192-98-7397,2023-12-20 14:11:00,Monday,January,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,Ewallet,9.5,0.639,4,53.675999999999995
301-11-9629,2023-12-20 10:43:00,Monday,January,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,Cash,9.7,6.685,5,100.275
390-80-5128,2023-12-20 17:58:00,,January,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,Credit card,9.5,0.9575,4,80.42999999999999
235-46-8343,2023-12-20 11:26:00,Wednesday,February,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,Credit card,8.9,13.83,7,203.30100000000002
453-12-7053,2023-12-20 17:38:00,Saturday,March,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,Credit card,6.5,6.861,3,144.081
296-11-7041,2023-12-20 20:07:00,Friday,January,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,Credit card,5.3,1.3535,3,85.27050000000001
449-27-2918,2023-12-20 11:02:00,Monday,March,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,Credit card,9.6,1.956,2,82.152
891-01-7034,2023-12-20 19:07:00,Monday,January,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,Cash,6.7,22.413,5,392.22749999999996
744-09-5786,2023-12-20 18:50:00,Tuesday,January,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,Cash,7.6,6.603,5,115.55250000000001
727-17-0390,2023-12-20 12:43:00,Friday,March,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,Ewallet,4.8,15.9025,4,267.162
568-88-3448,2023-12-20 15:09:00,Saturday,March,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,Ewallet,5.5,1.25,3,78.75
187-83-5490,2023-12-20 13:47:00,Wednesday,January,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,Cash,4.7,4.154,5,109.04249999999999
767-54-1907,2023-12-20 16:59:00,Tuesday,February,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,Cash,6.9,7.39,5,155.18999999999997
710-46-4433,2023-12-20 14:15:00,Thursday,February,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,Credit card,4.5,34.83,9,731.4300000000001
533-33-5337,2023-12-20 20:24:00,Wednesday,February,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,Cash,6.2,39.695,10,833.595
325-90-8763,2023-12-20 13:58:00,Saturday,January,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,Cash,7.6,23.285,8,391.188
729-46-7422,2023-12-20 16:52:00,Friday,February,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,Credit card,7.9,1.7945,2,75.369
639-76-1242,2023-12-20 15:19:00,Saturday,February,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,Cash,4.5,10.13,5,212.73000000000002
234-03-4040,2023-12-20 12:25:00,Saturday,March,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,Credit card,8.7,36.525,10,767.025
326-71-2155,2023-12-20 10:02:00,Saturday,February,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,Cash,6.1,14.79,3,232.94250000000002
320-32-8842,2023-12-20 18:58:00,Saturday,March,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,Cash,6.4,1.131,4,95.004
470-32-9057,2023-12-20 15:31:00,Wednesday,March,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,Credit card,9.1,12.835,5,269.535
878-30-2331,2023-12-20 11:22:00,Friday,March,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,Credit card,7.1,27.275,8,458.21999999999997
440-59-5691,2023-12-20 13:12:00,Thursday,February,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,Credit card,7.7,13.0025,6,234.045
554-53-3790,2023-12-20 18:33:00,Thursday,March,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,Cash,4.5,11.106,5,194.35500000000002
746-19-0921,2023-12-20 10:02:00,Friday,February,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,Ewallet,7.2,1.079,3,67.97699999999999
233-34-0817,2023-12-20 11:21:00,Thursday,February,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,Cash,8.4,4.942,0,0.0
767-05-1286,2023-12-20 12:10:00,Tuesday,January,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,Ewallet,5.4,25.131,6,527.751
340-21-9136,2023-12-20 11:40:00,Thursday,January,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,Cash,9.7,8.01,5,210.2625
405-31-3305,2023-12-20 18:31:00,Friday,February,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,Credit card,5.5,21.565,8,362.29200000000003
731-59-7531,2023-12-20 17:58:00,Friday,March,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,Cash,4.6,29.028,8,609.588
676-39-6028,2023-12-20 17:04:00,Friday,March,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,Cash,6.6,16.11,5,338.31
502-05-1910,2023-12-20 20:35:00,,February,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,Credit card,6.3,9.777,2,136.87800000000001
485-30-8700,2023-12-20 16:10:00,,March,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,Credit card,4.2,8.315,5,174.61499999999998
598-47-9715,2023-12-20 16:54:00,Wednesday,March,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,Ewallet,4.4,16.814,3,264.8205
701-69-8742,2023-12-20 10:11:00,Friday,March,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,Ewallet,6.7,17.185,7,252.61949999999996
575-67-1508,2023-12-20 11:26:00,Monday,January,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,Ewallet,6.7,1.93,2,81.06
541-08-3113,2023-12-20 20:29:00,Friday,February,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,Cash,8.4,26.388,7,484.87949999999995
246-11-3901,2023-12-20 12:12:00,Thursday,February,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,Cash,6.2,16.4,7,241.07999999999996
674-15-9296,2023-12-20 13:05:00,Monday,January,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,Ewallet,5.0,9.285,5,194.98499999999999
305-18-3552,2023-12-20 16:19:00,Monday,February,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,Cash,6.0,30.19,9,570.5910000000001
493-65-6248,2023-12-20 19:48:00,Monday,January,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,Credit card,7.0,18.49,7,271.80299999999994
438-01-4015,2023-12-20 15:25:00,Wednesday,March,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,Ewallet,6.6,9.898,4,207.858
709-58-4068,2023-12-20 14:42:00,Wednesday,February,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,Cash,7.3,20.545,8,345.156
795-49-7276,2023-12-20 18:59:00,Friday,March,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,Ewallet,8.3,7.43,4,156.03
556-72-8512,2023-12-20 20:47:00,Tuesday,January,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,Cash,4.3,1.148,3,72.324
627-95-3243,2023-12-20 13:21:00,,February,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,Ewallet,9.8,34.956,9,734.0760000000001
686-41-0932,2023-12-20 19:48:00,Tuesday,March,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,Ewallet,8.2,3.47,3,109.305
510-09-5628,2023-12-20 18:20:00,Thursday,March,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,Credit card,7.2,9.83,6,123.858
608-04-3797,2023-12-20 20:24:00,Monday,March,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,Ewallet,8.7,10.128,6,159.51600000000002
148-82-2527,2023-12-20 13:44:00,Monday,March,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,Credit card,8.4,6.06,6,76.356
